国际,快讯！CNN曝：拜登身边助手新冠检测呈阳性，目前留在苏格兰隔离,https://world.huanqiu.com//article/45SUtGiTu98,"
【环球网快讯】美国有线电视新闻网（CNN）当地时间4日消息，一位白宫官员4日证实，一位曾跟随拜登外访参加第26届联合国气候变化大会的白宫助手新冠检测呈阳性，目前留在苏格兰进行隔离。
报道称，出于隐私考虑，白宫没有透露这位助手的名字。2日，也就是拜登参加格拉斯哥气候大会的最后一天，这位助手新冠检测结果呈阳性。
报道称，证实该消息的白宫官员表示，“这名助手与拜登没有密切接触，也没有出现任何感染症状。”“他已留在苏格兰，以完成隔离期。”
CNN提到，此前有官员表示，“拜登在2日的新冠检测中结果呈阴性。”",2021-11-05 10:14,环球网
国际,俄罗斯“天狼星-2021”密闭空间国际实验启动,https://world.huanqiu.com//article/45SUn1fZJ2D,"
4日，俄罗斯“天狼星-2021”密闭空间国际实验在莫斯科启动。该实验将模拟往返月球的全过程。实验期间，志愿者还将模拟“出舱”，实现在月球表面的虚拟着陆。
实验的主办方表示，本次实验的六名志愿者分别来自俄罗斯、美国和阿联酋。
为期240天的实验分为飞抵月球、绕月飞行寻找着陆点、虚拟出舱以及返回地球几个阶段。其中，执行出舱任务的志愿者还将进行月球土壤收集并操控月球车。在整个实验期间，志愿者可以与实验指挥中心进行语音联系，也能通过电子邮件和家人、亲友联系。
“天狼星”密闭空间国际实验是在2017年启动的一个长期项目，从地球上看，天狼星是夜空中最亮的恒星之一。研究者们认为，这个名字预示着将来有一天人类可以完成长距离宇宙飞行，抵达更加遥远的星体。
“天狼星”密闭空间国际实验的目的是什么？从2017年到现在，这个项目又取得了哪些成果？来看总台记者的观察。
为了实现探索宇宙的梦想，人类需要做许多准备。在模拟太空飞行的密闭空间进行长期实验就是其中的一项。多年来，俄罗斯一直在从事相关的实践。11年前的“火星-500”、6年前的“月球-2015项目”都给我们留下了深刻的印象。
而现在实验的目的是在地面上模拟太空中的环境，了解长期密闭环境下乘组人员健康状态及工作能力状况。为将来的载人探月、探索火星飞行做准备。
6年前，库斯玛乌丽通过选拔，成为“月球-2015”项目的成员。她和其他5名俄罗斯女性科研工作者在模拟月球飞行器的密闭空间里待了8天。这段时间正好就是俄罗斯可以从其东方航天发射场发射飞船，绕月球飞行一周的时间。
库斯玛乌丽说，在密闭航天器里隔离与我们在疫情之下的隔离不同，需要承受巨大的心理和生理压力。她说，她有一个探索宇宙的梦想，这也是全人类共同的梦想。她相信，在各国科学家的共同努力下，未来人类必将获得更多宇宙的奥秘。",2021-11-05 10:11,央视新闻
国际,韩国总统选举上演“四强争霸” 最大在野党候选人即将揭晓,https://world.huanqiu.com//article/45SUTTc6IGe,"
李在明（左）与文在寅
韩国前检察总长尹锡悦
韩国国民力量党共有4名初步候选人，分别是前检察总长尹锡悦、国会议员洪准杓、前国会议员刘承旼和前济州道知事元喜龙。其中，尹锡悦和洪准杓的呼声最高，两人难分伯仲，选情胶着。
韩国国会议员洪准杓
韩联社称，5日下午，国民力量党候选人诞生后，将与执政的共同民主党总统候选人李在明开展正面交锋。加上国民之党候选人安哲秀和正义党候选人沈相奵，本届韩国大选将形成4人角逐的局面。韩国纽西斯通讯社则指出，考虑到独立参选的韩国前经济副总理金东兖为大选增加了一些变数，此次大选也可能上演“五强争霸”。（海外网 刘强）",2021-11-05 10:02,海外网
国际,全球连线|微视频：四叶草 连五洲,https://world.huanqiu.com//article/45SUICRwtsr,"
策划：刘健 姜微 徐姗娜 钱彤
监制：班玮 刘加文 肖春飞
执行策划：夏小鹏 马轶群 徐倩 汤丹鹭
统筹：杨金志 林艳兴
编导：董小娇 王俊景 吴轶楠
后期：李科燊 旷思琦
编辑：刘小军 周蕊 严曦梦 徐昌敏
新华网股份有限公司、新华社上海分社制作
新华社国际传播融合平台出品",2021-11-05 09:57,新华网
国际,国际锐评｜对核潜艇事故遮遮掩掩 做贼心虚的美军到底想隐瞒什么？,https://world.huanqiu.com//article/45SUHtOYPQB,"
美国海军日前发布“康涅狄格”号核潜艇撞击调查报告，称该潜艇因撞击一座“不知名的海底山”而严重受损。然而，这份姗姗来迟的报告，对该潜艇的航行意图、事故发生地点、是否造成核泄漏、是否破坏南海地区海洋环境等关键问题没有做出明确说明。人们不禁要问，美军如此遮遮掩掩，是不是做贼心虚？他们到底在隐瞒什么？
事实上，自“康涅狄格”号核潜艇10月2日发生碰撞事故以来，此事就疑点重重。外界注意到，事故发生5天后，美国太平洋舰队才发布声明证实事故的发生。事故发生后近一个月，美军又说撞上了不知名的海底山。一贯“消息灵通”的美国媒体，这次也没有披露更多详细信息，甚至连“康涅狄格”号返修的最新照片都没给出。
事出反常必有妖。为维护南海地区的和平稳定与国际航路安全，美方必须回答外界最关注的两个问题：
首先，“康涅狄格”号核潜艇究竟所为何来？
近年来，美国推进所谓“印太战略”，打着“航行自由”旗号在南海地区从事高密度军事活动。今年以来，美军对华抵近侦察的强度明显增强。相关统计显示，截至7月底，美军对华海空抵近侦察已接近2000次。明眼人都看得出，美国不愿看到中国与南海周边国家就管控分歧达成共识，借打“南海牌”在地区挑拨离间，企图把南海之水搅浑，为其在亚太地区部署更多军事力量寻找口实。
“康涅狄格”号作为美军最先进的“海狼”级核潜艇，具备强大的攻击能力和侦察能力。它这次跑到南海，显然没安什么好心。一些分析认为，在中美博弈加剧的大背景下，“康涅狄格”号是为窥探更多中国南海地区的军事情报信息而来。更有人质疑，美战略核潜艇此前到底来过南海多少次？
其次，“康涅狄格”号核潜艇碰撞事故是否造成了核泄漏？
外界注意到，事故发生后，美国太平洋舰队曾发表声明称，该潜艇核动力装置没有受到影响，仍然正常运行。但蹊跷的是，美军日前派出WC-135w核侦察机到南海侦测。《南华早报》推测，此举是为调查潜艇碰撞事故是否引发了核泄漏。
另外，鉴于美军曾多次发生核事故的“黑历史”，人们也有理由产生怀疑。根据公开资料，1946年至1958年间，美国在马绍尔群岛进行了67次核武器试验，特别是1954年美国在比基尼岛进行的氢弹试验，造成了太平洋上最严重的核污染事件。据媒体披露，1965年至1983年，美国曾发生核武器特大事故共计233起。作为核安全记录非常糟糕的国家，美方必须拿出证据，向外界解释事发周边海域的环境情况。
“美国军方从未讲过真话。”——这是一位网友在社交媒体上的留言。确实，从遍布全球的200多个美军生物实验室秘而不宣，到将在阿富汗炸死平民事件粉饰成“反恐”，美军编造谎言、掩盖真相的前科累累，其形象早与“不负责、不透明、不可信”挂钩。
此次“康涅狄格”号核潜艇碰撞事故的发生，再次让国际社会看清美军所谓“航行自由”幌子下的美式霸权，看清竭力渲染他国威胁的全球唯一超级大国，正是南海军事化的最大推手，是破坏南海和平稳定的最大祸源。围绕这起事故的重重疑点，全世界都在盯着看，美军休想装聋作哑，必须给出一个交代！",2021-11-05 09:57,央视新闻
国际,美军没有违法？阿富汗民众表示无法接受,https://world.huanqiu.com//article/45SUGJgQU42,"
8月29日，美军在阿富汗首都喀布尔实施无人机空袭，导致37岁的人道主义援助机构工作者 泽梅莱·艾哈麦迪及其9名家人死亡，其中包括7名儿童。迫于舆论压力，美国国防部9月宣布对这起事件展开审查。
日前，美国军方的内部审查结果出炉。在10个逝去的无辜生命面前，美军的审查报告居然辩称此次袭击中“无人行为不当、无人违法”。报告也没有建议对当事人采取任何惩戒性的措施。这意味着，没有人会因为这起事件而被追责。
对于美国军方内部审查得出的这样一个结论，总台报道员在阿富汗首都喀布尔街头采访了多位阿富汗民众，他们都表示这样的审查结果不能接受。
在阿富汗首都喀布尔，不少民众听闻美国空军督察长赛义德认为“喀布尔无人机袭击”没有违反战争法的言论后感到气愤，质问美国凭什么在犯下累累罪行后，还能成为法外之地。
喀布尔市民萨贾迪表示，现在美军说没有违反战争法，但他们确实违反了，他们杀了10个人是为了什么？现在他们还说没有违反战争法。
喀布尔市民多斯特说，美国杀了很多人，他们杀了妇女和儿童，摧毁了阿富汗。他们用炸弹和无人机袭击，杀死了许多人 。
阿富汗民众表示，这不是美国第一次杀害阿富汗平民，但美国却从没有受到过处罚。",2021-11-05 09:56,央视新闻
国际,联合国发布《2021年适应差距报告》 发达国家应承担更多责任,https://world.huanqiu.com//article/45STq2K3q5Q,"
4日，正在英国格拉斯哥举行的《联合国气候变化框架公约》第二十六次缔约方大会期间，联合国环境规划署发布了最新的《2021年适应差距报告》。报告认为，虽然气候适应措施正越来越多地融入各国的政策和规划中，但气候适应融资的规模迫切需要加强，特别是发展中国家。目前，发展中国家的气候适应成本是当前公共气候适应资金流的5到10倍，而且适应资金缺口正在扩大，全球亟须大幅提高相应的额度。
报告指出，为应对气候变化带来的挑战，除了减少排放、减缓全球变暖的速度之外，还必须适应气候变化的后果，如火灾、洪水、干旱或海平面上升等，因此，建立有效的早期预警系统、完善具有气候韧性的基础设施等至关重要。
报告认为，新冠肺炎疫情直接影响了全球对气候变化适应的规划和资金支持，而目前，发达国家承诺支持发展中国家的资金中，只有20%用于气候适应领域，这远远不够。
英国气候变化委员会执行主任克里斯·斯塔克在接受采访时表示，从历史上来看，很多发达国家的活动是气候变化的主要原因，但气候变化的影响却大多集中在发展中国家，因此发达国家应该在这一议题上承担更多责任。",2021-11-05 09:44,央视新闻
国际,新西兰北岛东部遭遇极端天气,https://world.huanqiu.com//article/45SThZffXTE,"
据新西兰媒体报道，当地时间11月4日到5日，新西兰北岛东部地区遭遇极端天气，暴雨引发了洪水和滑坡，东部城市吉斯伯恩宣布进入紧急状态，部分地区居民被转移。
气象部门称，未来几天这一地区还有强降雨，应急部门警告可能有更多建筑和道路面临洪水威胁。（总台记者 林清辉）",2021-11-05 09:41,央视新闻
国际,拜登随行助手感染新冠 在英国被就地隔离,https://world.huanqiu.com//article/45SS27Ekw5t,"
白宫（资料图）
一名白宫官员表示，当地时间2日，这名随行助手的快速检测结果呈阳性，正在等待后续的PCR检测结果。这名助手未表现出任何症状，未与拜登有密切接触。据悉，拜登2日的核酸检测结果呈阴性。
这是白宫内部再次有人感染新冠。10月31日，美国白宫新闻秘书珍·普萨基发表声明称，自己新冠病毒检测呈阳性，由于接种新冠疫苗，只出现轻微症状，未来一段时间将居家办公。（海外网 张琪）",2021-11-05 08:54,海外网
国际,美联储何时加息？关键信号马上公布！市场都在屏息等待…,https://world.huanqiu.com//article/45SRvoA3GBG,"
美国时间周四，投资者等待即将于当地时间5日公布的10月非农就业报告并消化美联储缩减购债规模的影响，美股收盘时走势出现分化，其中纳指和标普500指数的涨幅在1%以下，道指微幅下跌0.09%。当天，医疗以及银行股普遍走低，大型科技股和芯片股走强。
其中，高通公司的股价大涨超12%，公司当天发布了季度财报，企业2021财年第四财季营收约93亿美元，和去年同期相比增长12%，高于市场此前预期。其中智能手机芯片的销量同比增长了56%。高通首席执行官表示，在供应短缺的压力下，第四季度公司将优先发展最赚钱的智能手机业务。
周三美联储宣布将开启缩减购债计划，虽然牵动市场情绪的“靴子落地”了，但是现在仍不是投资者感到轻松的时候，因为“何时加息”还悬而未决。根据美联储的政策目标，是否加息的一个关键指标为：
周四，欧洲主要三大股市集体上涨，伦敦、巴黎和法兰克福股市的涨幅都在0.5%上下。
周四，国际油价大幅下跌，截至收盘，纽约商品交易所12月交货的轻质原油期货价格下跌2.54%，并且自10月初以来首次收在80美元每桶下方；明年1月交货的伦敦布伦特原油期货价格跌幅为1.77%。周四，欧佩克+会议决定坚持目前的产量协议，今年12月将原油日产量提高40万桶。",2021-11-05 08:51,央视财经
