id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1286451009737437187,1286451009737437187,2020-07-24 07:59:56 CST,2020-07-24,07:59:56,+0800,1276552547113697285,blackmomsoverit,BlackMomsOverIt,,✊🏾❤️ @BlackMomsOverIt #BlackMomsOverIt #OverIt #BLM #Moms #stoppolicebrutality #minnesota #BlackLivesMatter #georgefloyd #ElijahMcClain #BreonnaTaylor  https://t.co/GIPz01Rrkd,und,"[{'screen_name': 'blackmomsoverit', 'name': 'blackmomsoverit', 'id': '1276552547113697285'}]",['https://www.instagram.com/p/CDAQBTrJXTS/?igshid=11sd6bgxljmvc'],[],0,0,0,"['blackmomsoverit', 'overit', 'blm', 'moms', 'stoppolicebrutality', 'minnesota', 'blacklivesmatter', 'georgefloyd', 'elijahmcclain', 'breonnataylor']",[],https://twitter.com/BlackMomsOverIt/status/1286451009737437187,False,,0,,,,,,,,[],,,,
1286450978561175552,1286450978561175552,2020-07-24 07:59:49 CST,2020-07-24,07:59:49,+0800,780546876391067648,doyouevenlif,Jlifsonmoon.com,,Tonight was a HUGE night for the #BlackLivesMatter movement.   I am very happy tonight. This is progress and it’s wonderful.,en,[],[],[],7,30,295,['blacklivesmatter'],[],https://twitter.com/DoYouEvenLif/status/1286450978561175552,False,,0,,,,,,,,[],,,,
1286450959653240833,1286450959653240833,2020-07-24 07:59:44 CST,2020-07-24,07:59:44,+0800,24645354,bluewaterdays,Gary,,How about a big eff you to all of us from &gt; @Twitter   Go to their home page...  You'll see...  #BlackTransLivesMatter #BlackLivesMatter,en,"[{'screen_name': 'twitter', 'name': 'twitter', 'id': '783214'}]",[],[],1,1,2,"['blacktranslivesmatter', 'blacklivesmatter']",[],https://twitter.com/BlueWaterDays/status/1286450959653240833,False,,0,,,,,,,,[],,,,
1286450932251754497,1286450932251754497,2020-07-24 07:59:38 CST,2020-07-24,07:59:38,+0800,2900841804,ratedrian,𝚛𝚒𝚊𝚗.,,Bringing My #BlackLivesMatter episode back on the TL... #JusticeForBreonnaTaylor #JusticeForGeorgeFloyd #StopKillingUs  https://t.co/mNaujbAwDk,en,[],['https://anchor.fm/ryanoutloud/episodes/BLACK-LIVES-MATTER-eecnuq'],[],0,1,0,"['blacklivesmatter', 'justiceforbreonnataylor', 'justiceforgeorgefloyd', 'stopkillingus']",[],https://twitter.com/ratedRIAN/status/1286450932251754497,False,,0,,,,,,,,[],,,,
1286450924622426113,1286450924622426113,2020-07-24 07:59:36 CST,2020-07-24,07:59:36,+0800,1118724251048120320,jessemi21538058,james marks,,Watch @AugustinaEliza's broadcast: Livestream Portland Oregon now #DefendPdx #BlackLivesMatter #TrumpsGestapo  https://t.co/9a0CDuwKxm,en,"[{'screen_name': 'augustinaeliza', 'name': 'augustina elizabeth', 'id': '44371358'}]",['https://www.pscp.tv/w/cejKNTFQWEtkbE9SZHpsS2V8MURYR3lBTVpxbGRHTbjsZquxfHZ46RE3Xo6iNRoX0OK9X4kLPj_2s6Bur9Fj?t=27m39s'],[],0,1,0,"['defendpdx', 'blacklivesmatter', 'trumpsgestapo']",[],https://twitter.com/jessemi21538058/status/1286450924622426113,False,,0,,,,,,,,[],,,,
1286450917621940224,1286450917621940224,2020-07-24 07:59:34 CST,2020-07-24,07:59:34,+0800,243445985,purvi214,Purvi D,,"Arrest Jonathan Mattingly, Brett Hankison, and Myles Cosgrove. #JusticeForBreonnaTaylor #BlackLivesMatter",en,[],[],[],0,1,8,"['justiceforbreonnataylor', 'blacklivesmatter']",[],https://twitter.com/purvi214/status/1286450917621940224,False,,0,,,,,,,,[],,,,
1286450913637363713,1286450913637363713,2020-07-24 07:59:33 CST,2020-07-24,07:59:33,+0800,2612379524,listentoandy,Andy Jimenez,,"Really....is this the country we want these kids growing up in......  Is it the goal of the left to ""out-Trump"" the behavior of Trump.    Children as pawns.....  shame.  #blacklivesmatter #anarchists",en,[],[],[],0,0,0,"['blacklivesmatter', 'anarchists']",[],https://twitter.com/ListenToAndy/status/1286450913637363713,False,https://twitter.com/RubinReport/status/1286419026680242177,0,,,,,,,,[],,,,
1286450895924989953,1286445020418060290,2020-07-24 07:59:29 CST,2020-07-24,07:59:29,+0800,708797720266465281,sucolorguardmom,Keggie,,"@jemelehill Meh!  However, I do appreciate the unity. #babysteps #BlackLivesMatter",en,[],[],[],0,0,0,"['babysteps', 'blacklivesmatter']",[],https://twitter.com/SUcolorguardmom/status/1286450895924989953,False,,0,,,,,,,,"[{'screen_name': 'jemelehill', 'name': 'Jemele Hill', 'id': '35586563'}]",,,,
1286450866451611651,1286446796181508106,2020-07-24 07:59:22 CST,2020-07-24,07:59:22,+0800,975400596315484160,christiefiddle,FiddleDeeDee,,@realDonaldTrump #BlackLivesMatter #BLM    https://t.co/jjZcNrgxOn,und,[],['https://twitter.com/grantstern/status/1286448046532894721?s=20'],[],0,0,0,"['blacklivesmatter', 'blm']",[],https://twitter.com/ChristieFiddle/status/1286450866451611651,False,https://twitter.com/grantstern/status/1286448046532894721?s=20,0,,,,,,,,"[{'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': '25073877'}]",,,,
1286450861779177484,1286450861779177484,2020-07-24 07:59:21 CST,2020-07-24,07:59:21,+0800,987475046397566976,vidsbybre,BreAnna,,#BlackLivesMatter #Nats #DCFamily  https://t.co/OvoFNnG9vI,und,[],[],"['https://pbs.twimg.com/media/EdpkPJKXgAAW2Yi.jpg', 'https://pbs.twimg.com/media/EdpkPJKWsAENLiS.jpg', 'https://pbs.twimg.com/media/EdpkPJKX0AAamgZ.jpg']",0,0,0,"['blacklivesmatter', 'nats', 'dcfamily']",[],https://twitter.com/vidsbybre/status/1286450861779177484,False,,1,https://pbs.twimg.com/media/EdpkPJKXgAAW2Yi.jpg,,,,,,,[],,,,
1286450818950914050,1286450818950914050,2020-07-24 07:59:10 CST,2020-07-24,07:59:10,+0800,4893603163,regal_customs,Regal Customs,,Place your orders #BlackOwnedBusinesses #BlackLivesMatter #coronavirus #COVID19Pandemic #facemask #handcrafted #tshirts #PleaseRT #customdesign #RetweeetPlease #Shipping #protest #protect  https://t.co/wWJsA5qjwK,en,[],[],['https://pbs.twimg.com/media/EdpkMruU8AAZFkH.jpg'],2,2,5,"['blackownedbusinesses', 'blacklivesmatter', 'coronavirus', 'covid19pandemic', 'facemask', 'handcrafted', 'tshirts', 'pleasert', 'customdesign', 'retweeetplease', 'shipping', 'protest', 'protect']",[],https://twitter.com/regal_customs/status/1286450818950914050,False,,1,https://pbs.twimg.com/media/EdpkMruU8AAZFkH.jpg,,,,,,,[],,,,
1286450788823371776,1286450788823371776,2020-07-24 07:59:03 CST,2020-07-24,07:59:03,+0800,1258819321754791943,king_cottle,King_Cottle,,#Respect #BlackLivesMatter   Yankees at Nationals #NYYvsWSH  https://t.co/jNx1Jr2FSO,en,[],['https://twitter.com/i/events/1280321365778681859'],[],0,0,0,"['respect', 'blacklivesmatter', 'nyyvswsh']",[],https://twitter.com/King_Cottle/status/1286450788823371776,False,,0,,,,,,,,[],,,,
1286450778467643393,1286450778467643393,2020-07-24 07:59:01 CST,2020-07-24,07:59:01,+0800,192477353,jeannie_hartley,Jeannie Hartley,,♥️I LOVE THIS♥️ ♥️Massive Love Respect  ♥️@mjfree ♥️@MLB  ♥️@Yankees  ♥️@Nationals  ♥️@Kaepernick7  ♥️#BlackLivesMatter ♥️#BlackLivesMatterMovement ♥️#MLBOpeningDay,en,"[{'screen_name': 'mjfree', 'name': 'morgan j. freeman', 'id': '24113137'}, {'screen_name': 'mlb', 'name': 'mlb', 'id': '18479513'}, {'screen_name': 'yankees', 'name': 'new york yankees', 'id': '40927173'}, {'screen_name': 'nationals', 'name': 'washington nationals', 'id': '39419180'}, {'screen_name': 'kaepernick7', 'name': 'colin kaepernick', 'id': '45055696'}]",[],[],0,1,0,"['blacklivesmatter', 'blacklivesmattermovement', 'mlbopeningday']",[],https://twitter.com/Jeannie_Hartley/status/1286450778467643393,False,https://twitter.com/BradGalli/status/1286437048908492809,0,,,,,,,,[],,,,
1286450760289603585,1286450760289603585,2020-07-24 07:58:57 CST,2020-07-24,07:58:57,+0800,2906437913,conscious_sis,kind2know1💙,,#BlackLivesMatter,und,[],[],[],0,0,0,['blacklivesmatter'],[],https://twitter.com/conscious_sis/status/1286450760289603585,False,https://twitter.com/MLBONFOX/status/1286439030888914945,0,,,,,,,,[],,,,
1286450739921874944,1286450739921874944,2020-07-24 07:58:52 CST,2020-07-24,07:58:52,+0800,29568236,kennypetrowski,Kenny Petrowski,,Wow. Times are changing. #solidarity  #blacklivesmatter,en,[],[],[],0,0,2,"['solidarity', 'blacklivesmatter']",[],https://twitter.com/kennypetrowski/status/1286450739921874944,False,https://twitter.com/MLBONFOX/status/1286439030888914945,0,,,,,,,,[],,,,
1286450725514440704,1286450725514440704,2020-07-24 07:58:48 CST,2020-07-24,07:58:48,+0800,28627729,cynthia_ann,cynthia 😷,,Took my breath away #blacklivesmatter,en,[],[],[],0,0,3,['blacklivesmatter'],[],https://twitter.com/cynthia_ann/status/1286450725514440704,False,https://twitter.com/WajahatAli/status/1286446445193814016,0,,,,,,,,[],,,,
1286450713380507649,1286450713380507649,2020-07-24 07:58:45 CST,2020-07-24,07:58:45,+0800,40799441,steeljacket729,Jared Contraguerro #BLACKLIVESMATTER,,✊🏼 #BlackLivesMatter 👏🏼👏🏼👏🏼,und,[],[],[],0,0,0,['blacklivesmatter'],[],https://twitter.com/SteelJacket729/status/1286450713380507649,False,https://twitter.com/MLBONFOX/status/1286439030888914945,0,,,,,,,,[],,,,
1286450712612950016,1286450712612950016,2020-07-24 07:58:45 CST,2020-07-24,07:58:45,+0800,433107665,yosoymrbeard,I am,,Wow! 💯🔥👏🏻👏🏻👏🏻 @Yankees @Nationals somewhere @Kaepernick7 is smiling and saying thank you #EqualityForAll #BlackLivesMatter #NYYforNY,en,"[{'screen_name': 'yankees', 'name': 'new york yankees', 'id': '40927173'}, {'screen_name': 'nationals', 'name': 'washington nationals', 'id': '39419180'}, {'screen_name': 'kaepernick7', 'name': 'colin kaepernick', 'id': '45055696'}]",[],[],0,0,1,"['equalityforall', 'blacklivesmatter', 'nyyforny']",[],https://twitter.com/YoSoyMrBeard/status/1286450712612950016,False,https://twitter.com/MLBONFOX/status/1286439030888914945,0,,,,,,,,[],,,,
1286450694585819138,1286450694585819138,2020-07-24 07:58:41 CST,2020-07-24,07:58:41,+0800,2217633366,vickieohio,Country Above Party,,#BLACKLIVESMATTER,und,[],[],[],0,0,0,['blacklivesmatter'],[],https://twitter.com/vickieohio/status/1286450694585819138,False,https://twitter.com/MLBONFOX/status/1286439030888914945,0,,,,,,,,[],,,,
1286450641800437764,1286450641800437764,2020-07-24 07:58:28 CST,2020-07-24,07:58:28,+0800,1197481963105464321,kulungugu1,Kulungugu Warrior,,"Slavery was evil and the reasons it happened are still here. Hate, superiority feeling, miseducation, etc. @JGreenblattADL @NAACP @AIPAC Who sold the slaves? Who bought the slaves? #blacklivesmatter #slavery #ReparationsNow #compensationforslavery  https://t.co/rCmzVYWSBZ",en,"[{'screen_name': 'jgreenblattadl', 'name': 'jonathan greenblatt', 'id': '14772775'}, {'screen_name': 'naacp', 'name': 'naacp', 'id': '44988185'}, {'screen_name': 'aipac', 'name': 'aipac', 'id': '15987296'}]",[],['https://pbs.twimg.com/media/EdpkCFIX0AcM4HM.jpg'],0,0,0,"['blacklivesmatter', 'slavery', 'reparationsnow', 'compensationforslavery']",[],https://twitter.com/Kulungugu1/status/1286450641800437764,False,,1,https://pbs.twimg.com/media/EdpkCFIX0AcM4HM.jpg,,,,,,,[],,,,
1286450611446263808,1286450611446263808,2020-07-24 07:58:21 CST,2020-07-24,07:58:21,+0800,105844396,johni_sweeney,be queer,,"I'm proud of the Yankees and the Nationals, just as I'm proud of the Cincinnati Reds, for kneeling because Black Lives Matter no natter what you snowflakes want to believe.  #BlackLivesMatter #NBL    https://t.co/M1lZvKCsvC",en,[],['https://medium.com/@johnathen/im-a-proud-cincinnatian-dcf4a7591dc'],[],0,0,0,"['blacklivesmatter', 'nbl']",[],https://twitter.com/johni_sweeney/status/1286450611446263808,False,,0,,,,,,,,[],,,,
1286450601585512450,1286450601585512450,2020-07-24 07:58:19 CST,2020-07-24,07:58:19,+0800,20537254,sethmorganmusic,Seth Morgan,,Why look what came in the mail today. This is very exciting. #ralphellison #blacklivesmatter #amplifyblackvoices  https://t.co/I44ij6nExw,en,[],['https://www.instagram.com/p/CDAP3QVJ3-s/?igshid=13wvob1w6n5gw'],[],0,0,0,"['ralphellison', 'blacklivesmatter', 'amplifyblackvoices']",[],https://twitter.com/sethmorganmusic/status/1286450601585512450,False,,0,,,,,,,,[],,,,
1286450578416115712,1286450578416115712,2020-07-24 07:58:13 CST,2020-07-24,07:58:13,+0800,912232086211371008,laurieluvsmolly,Laurie ☀️🍃💋🦩🪴,,Fauci threw out the 1st pitch and ALL players showed support for #BlackLivesMatter.,en,[],[],[],0,1,3,['blacklivesmatter'],[],https://twitter.com/Laurieluvsmolly/status/1286450578416115712,False,https://twitter.com/briantylercohen/status/1286447023357440000,0,,,,,,,,[],,,,
1286450533843296256,1286450533843296256,2020-07-24 07:58:03 CST,2020-07-24,07:58:03,+0800,1031133692213817344,queenlizay,Khaleesi 👑 BLM,,CHANGE OF LOCATION  #BlackLivesMatter #BLM  #Tulsa #TulsaProtest  https://t.co/qOxTRYqOnV,en,[],[],['https://pbs.twimg.com/media/Edpj8POWAAIORzT.jpg'],0,0,0,"['blacklivesmatter', 'blm', 'tulsa', 'tulsaprotest']",[],https://twitter.com/queenlizay/status/1286450533843296256,False,,1,https://pbs.twimg.com/media/Edpj8POWAAIORzT.jpg,,,,,,,[],,,,
1286450533520363522,1286445847173947393,2020-07-24 07:58:02 CST,2020-07-24,07:58:02,+0800,18357054,chtucker18,Chris Tucker #BLM,,@MartinPym4 @briantylercohen Explain how fighting for human rights is hate? #BlackLivesMatter,en,[],[],[],0,0,0,['blacklivesmatter'],[],https://twitter.com/chtucker18/status/1286450533520363522,False,,0,,,,,,,,"[{'screen_name': 'MartinPym4', 'name': 'Robert Martin', 'id': '2335568408'}, {'screen_name': 'briantylercohen', 'name': 'Brian Tyler Cohen', 'id': '455684839'}]",,,,
1286450531150553088,1286450531150553088,2020-07-24 07:58:02 CST,2020-07-24,07:58:02,+0800,1257449886586417153,iknowno45915048,#SOSCUBA,,#blacklivesmatter,und,[],[],[],0,0,1,['blacklivesmatter'],[],https://twitter.com/IKnowNo45915048/status/1286450531150553088,False,https://twitter.com/donwinslow/status/1286444706340061184,0,,,,,,,,[],,,,
1286450523286241281,1286450523286241281,2020-07-24 07:58:00 CST,2020-07-24,07:58:00,+0800,386334855,adedhead,(((Joseph Myerson))),,#RightOn! Veterans know #BlackLivesMatter,en,[],[],[],0,0,0,"['righton', 'blacklivesmatter']",[],https://twitter.com/Adedhead/status/1286450523286241281,False,https://twitter.com/kurteichenwald/status/1286393059899473921,0,,,,,,,,[],,,,
1286450511621681154,1286450511621681154,2020-07-24 07:57:57 CST,2020-07-24,07:57:57,+0800,28364712,peace4all_now,Peace please. white ally BLM,,#blacklivesmatter,und,[],[],[],0,0,0,['blacklivesmatter'],[],https://twitter.com/peace4all_now/status/1286450511621681154,False,https://twitter.com/donwinslow/status/1286446640727912448,0,,,,,,,,[],,,,
1286450494349533184,1286450494349533184,2020-07-24 07:57:53 CST,2020-07-24,07:57:53,+0800,773036078,lilyshumarkray,illy,,"Hey everyone!!! Because I am not able to protest as much as i want, i must find another way to support/ donate my time. If you have been at the protests and you would like a free 45 minute self defense class over zoom, send me a DM!!!  #PDXprotests #DEFENDPDX #blacklivesmatter",en,[],[],[],1,6,7,"['pdxprotests', 'defendpdx', 'blacklivesmatter']",[],https://twitter.com/LilyShumarKray/status/1286450494349533184,False,,0,,,,,,,,[],,,,
1286450486997131267,1286450486997131267,2020-07-24 07:57:51 CST,2020-07-24,07:57:51,+0800,1975599468,hmcasey7,Helen Casey,,People angry that both teams kneeled BEFORE the anthem was played goes to show that the anger and hatred for this movement really has nothing to do with the anthem itself 🧐 #BlackLivesMatter,en,[],[],[],0,1,4,['blacklivesmatter'],[],https://twitter.com/hmcasey7/status/1286450486997131267,False,https://twitter.com/Yankees/status/1286447341889826817,0,,,,,,,,[],,,,
